,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,unixTime,processedText,processedSummary
141,5,True,"10 26, 2016",AMYTL79JMGQ6D,B00006L9LC,{'Size:': ' 25.3'},Mary Ann,To me this shampoo has to best smell. It cleans very well without drying my hair out. My favorite shampoo.,My favorite shampoo,1477440000,,,2016-10-26,"['shampoo', 'best', 'smell', 'clean', 'well', 'without', 'drying', 'hair', 'favorite', 'shampoo']","['favorite', 'shampoo']"
4918,4,False,"08 28, 2017",AMYTL79JMGQ6D,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Lime Zest'}",Mary Ann,"This is truly fine soap, and lathers as expected. It has not caused irritation on any user in our circle. The scent is very strong--one expects a slice of Key lime pie in the offing, and it does linger.",Lime predominates,1503878400,,,2017-08-28,"['truly', 'fine', 'soap', 'lather', 'expected', 'caused', 'irritation', 'user', 'circle', 'scent', 'strong', 'one', 'expects', 'slice', 'key', 'lime', 'pie', 'offing', 'linger']","['lime', 'predominates']"
2206,4,False,"09 5, 2017",AMYTL79JMGQ6D,B0010ZBORW,{'Color:': ' Bath Pillow'},Mary Ann,"This inflates to an adjustable comfort zone, and has four suctions on the back to stay in place. The cover is terry-like with short soft nap. The size is wide enough to support across the shoulders. Overall, I was pleasantly surprised.","Bigger than expected, and that is good!",1504569600,,,2017-09-05,"['inflates', 'adjustable', 'comfort', 'zone', 'four', 'suction', 'back', 'stay', 'place', 'cover', 'terry', 'like', 'short', 'soft', 'nap', 'size', 'wide', 'enough', 'support', 'across', 'shoulder', 'overall', 'pleasantly', 'surprised']","['bigger', 'expected', 'good']"
538,5,True,"01 17, 2017",AT2F2DJ7RELJI,B0009RF9DW,{'Size:': ' 27'},Mary Beadles,These are great!  They smell wonderful; they feel great on your skin; and they last a long time.  They make great gifts!,These are great! They smell wonderful,1484611200,,,2017-01-17,"['great', 'smell', 'wonderful', 'feel', 'great', 'skin', 'last', 'long', 'time', 'make', 'great', 'gift']","['great', 'smell', 'wonderful']"
175,5,True,"04 3, 2018",A3RHNGQAZWUX01,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Masher41,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,1522713600,,,2018-04-03,"['second', 'pair', 'comfortable', 'great', 'people', 'bunion', 'issue', 'previous', 'surgery', 'sole', 'wear', 'great']","['staple', 'sneaker']"
4797,4,False,"04 13, 2015",AGEKVD8JPZQMT,B00N2WQ2IW,,Matt,"I used this with the classic Pantene Shampoo. It coats my hair well and rinsed out clean leaving a nice soft, shiny texture. It kept my hair sleek even after blow drying. It smells great. Overall, this is a very good conditioner.","smells good, made my hair soft and shiny",1428883200,,,2015-04-13,"['used', 'classic', 'pantene', 'shampoo', 'coat', 'hair', 'well', 'rinsed', 'clean', 'leaving', 'nice', 'soft', 'shiny', 'texture', 'kept', 'hair', 'sleek', 'even', 'blow', 'drying', 'smell', 'great', 'overall', 'good', 'conditioner']","['smell', 'good', 'made', 'hair', 'soft', 'shiny']"
4153,4,False,"08 11, 2016",AGEKVD8JPZQMT,B001ET7FZE,{'Style Name:': ' Bubble Fruit'},Matt,"My kids (5 and 7) really like this toothpaste.  They said it tastes better than the ""adult stuff"" that we usually use.  The pump top is nice b/c it sits firmly on the counter and makes it easier to get some on the brush head without making a big mess like they do with the squeeze tubes.  Overall, very good for the kiddos",Good kids' toothpaste,1470873600,,,2016-08-11,"['kid', 'really', 'like', 'toothpaste', 'said', 'taste', 'better', 'adult', 'stuff', 'usually', 'use', 'pump', 'top', 'nice', 'b', 'c', 'sits', 'firmly', 'counter', 'make', 'easier', 'get', 'brush', 'head', 'without', 'making', 'big', 'mess', 'like', 'squeeze', 'tube', 'overall', 'good', 'kiddos']","['good', 'kid', 'toothpaste']"
4906,5,False,"08 29, 2017",AGEKVD8JPZQMT,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' White Gardenia'}",Matt,This is very high quality soap.  It has a wonderful scent.  It lathers well and rinses clean.  It left my skin feeling moisturized and not the least bit dried out.  It is very good soap!,Great soap,1503964800,,,2017-08-29,"['high', 'quality', 'soap', 'wonderful', 'scent', 'lather', 'well', 'rinse', 'clean', 'left', 'skin', 'feeling', 'moisturized', 'least', 'bit', 'dried', 'good', 'soap']","['great', 'soap']"
4190,4,False,"09 2, 2017",AGEKVD8JPZQMT,B001LNODUS,{'Color:': ' Lavender Blossoms'},Matt,"This has a very nice scent and works well in your drawers, but you do have to put them in a mesh bag b/c they are small and can get messy.  The scent lasts a long time.  Overall, very nice for my clothing drawers.",nice scent,1504310400,,,2017-09-02,"['nice', 'scent', 'work', 'well', 'drawer', 'put', 'mesh', 'bag', 'b', 'c', 'small', 'get', 'messy', 'scent', 'last', 'long', 'time', 'overall', 'nice', 'clothing', 'drawer']","['nice', 'scent']"
2187,5,False,"09 12, 2017",AGEKVD8JPZQMT,B0010ZBORW,{'Color:': ' Shower Cap'},Matt,"This is a great shower cap. I have very long thick hair that I don't want to wash every day, so this is perfect.  It fits my head comfortably and stays in place well.  It does a very good job at keep the water off my hair and even the edges barely get damp.  Overall, It's a very nice shower cap.",great shower cap,1505174400,,,2017-09-12,"['great', 'shower', 'cap', 'long', 'thick', 'hair', 'donnot', 'want', 'wash', 'every', 'day', 'perfect', 'fit', 'head', 'comfortably', 'stay', 'place', 'well', 'good', 'job', 'keep', 'water', 'hair', 'even', 'edge', 'barely', 'get', 'damp', 'overall', 'itis', 'nice', 'shower', 'cap']","['great', 'shower', 'cap']"
252,5,True,"02 9, 2016",ADPN1Z23QGFQ5,B00006L9LC,{'Size:': ' 52'},Mauro,Very Good,Five Stars,1454976000,,,2016-02-09,['good'],"['five', 'star']"
4921,5,False,"08 28, 2017",A7C77J4MH94B6,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Peony'}",Maxwell Edison,"I've been using Pre de Provence bar soaps for about six months now and I really like them (my favorites are the verbena and the rosemary mint). This is the first bar of ""Peony"" I've tried and it's very good. Given the name, it's no surprise it's a floral scent; I'd say it leans more feminine than masculine, but I'd also say its unisex if you like soft florals.

The nice thing about all the Pre de Provence soaps I've tried is that the scents are there when you're showering, but they don't linger so strongly that they'll clash with your cologne later on. For the price, they're excellent soaps.",Excellent scents,1503878400,,,2017-08-28,"['ihave', 'using', 'pre', 'de', 'provence', 'bar', 'soap', 'six', 'month', 'really', 'like', 'favorite', 'verbena', 'rosemary', 'mint', 'first', 'bar', 'peony', 'ihave', 'tried', 'itis', 'good', 'given', 'name', 'itis', 'surprise', 'itis', 'floral', 'scent', 'iwould', 'say', 'lean', 'feminine', 'masculine', 'iwould', 'also', 'say', 'unisex', 'like', 'soft', 'florals', 'nice', 'thing', 'pre', 'de', 'provence', 'soap', 'ihave', 'tried', 'scent', 'youare', 'showering', 'donnot', 'linger', 'strongly', 'theywill', 'clash', 'cologne', 'later', 'price', 'theyare', 'excellent', 'soap']","['excellent', 'scent']"
2216,4,False,"09 2, 2017",A7C77J4MH94B6,B0010ZBORW,{'Color:': ' Sea Sponge'},Maxwell Edison,"This is a nice sea sponge; it really does feel good against the skin and it holds shower gel nicely. It's a good size, too -- I have large hands it's a little bigger than the size of my palm, which makes it easy to hold. I'd give this five stars if it were just a bit less expensive. It's not over-priced (this is a natural sponge, after all), but it's not exactly a steal, either. Still, it's a good buy.",Good natural sponge,1504310400,,,2017-09-02,"['nice', 'sea', 'sponge', 'really', 'feel', 'good', 'skin', 'hold', 'shower', 'gel', 'nicely', 'itis', 'good', 'size', 'large', 'hand', 'itis', 'little', 'bigger', 'size', 'palm', 'make', 'easy', 'hold', 'iwould', 'give', 'five', 'star', 'bit', 'le', 'expensive', 'itis', 'priced', 'natural', 'sponge', 'itis', 'exactly', 'steal', 'either', 'still', 'itis', 'good', 'buy']","['good', 'natural', 'sponge']"
4192,4,False,"09 2, 2017",A7C77J4MH94B6,B001LNODUS,{'Color:': ' Lavender Blossoms'},Maxwell Edison,"I'm reviewing the dried lavender blossoms. The scent is wonderful, so long as you like the scent of lavender -- and I do. I mix this with some dried flower petals and use it as potpourri in the restroom. It's not an immediately overwhelming scent, but when you walk into the room, it smells very nice. In the fall, I'm going to mix it with some ground cloves.

I'd give this five stars if it were just a bit less expensive. It's not overpriced, but it's not a steal, either. Overall, though, I'm happy with it.",Potpourri material,1504310400,,,2017-09-02,"['iam', 'reviewing', 'dried', 'lavender', 'blossom', 'scent', 'wonderful', 'long', 'like', 'scent', 'lavender', 'mix', 'dried', 'flower', 'petal', 'use', 'potpourri', 'restroom', 'itis', 'immediately', 'overwhelming', 'scent', 'walk', 'room', 'smell', 'nice', 'fall', 'iam', 'going', 'mix', 'ground', 'clove', 'iwould', 'give', 'five', 'star', 'bit', 'le', 'expensive', 'itis', 'overpriced', 'itis', 'steal', 'either', 'overall', 'though', 'iam', 'happy']","['potpourri', 'material']"
5079,4,False,"09 26, 2017",A7C77J4MH94B6,B01E7UKR38,{'Color:': ' Take Me To Thread'},Maxwell Edison,"Great applicator brushes. Great color. Great polish (definitely lasts longer than less expensive brands). Great top coat. The results are salon-worthy. If this set were a little less expensive, it would be a steal and therefore a no-brainer five-star item. Still, it's a very good polish set and easily worthy of four stars.",Excellent set,1506384000,,,2017-09-26,"['great', 'applicator', 'brush', 'great', 'color', 'great', 'polish', 'definitely', 'last', 'longer', 'le', 'expensive', 'brand', 'great', 'top', 'coat', 'result', 'salon', 'worthy', 'set', 'little', 'le', 'expensive', 'would', 'steal', 'therefore', 'brainer', 'five', 'star', 'item', 'still', 'itis', 'good', 'polish', 'set', 'easily', 'worthy', 'four', 'star']","['excellent', 'set']"
2636,1,True,"01 4, 2017",A199ICSPL9EXJ5,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Meal Prep Chick,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!,1483488000,,,2017-01-04,"['returning', 'picture', 'make', 'shoe', 'appear', 'black', 'touch', 'pink', 'check', 'however', 'whole', 'shoe', 'pink', 'coming', 'looking', 'black', 'shoe', 'ordered', 'nike', 'womenis', 'flex', 'supreme', 'instead', 'love']","['ordered', 'nike', 'womenis', 'flex', 'supreme', 'instead', 'love']"
240,5,True,"10 26, 2017",A30HFZ2FW8CQBI,B001IKJOLW,"{'Size:': ' 7 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Mecala Fitzpatrick,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ...,1508976000,,,2017-10-26,"['pretty', 'high', 'arch', 'calf', 'always', 'hurt', 'gym', 'shoe', 'hunt', 'good', 'cross', 'trainer', 'use', 'lift', 'take', 'gym', 'class', 'lightly', 'jog', 'run', 'treadmill', 'wonderful', 'donnot', 'ever', 'pain', 'calf', 'foot', 'wearing', 'fit', 'like', 'glove', 'highly', 'recommend']","['pretty', 'high', 'arch', 'calf', 'always', 'hurt']"
75,5,True,"05 13, 2017",A3P7FOLR5SGXYN,B00006L9LC,{'Size:': ' 13'},Medi,Great,Five Stars,1494633600,,,2017-05-13,['great'],"['five', 'star']"
443,5,True,"11 12, 2013",A7VOU5ARHQ20F,B00006L9LC,{'Size:': ' 19'},Medraut,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders.,noting clears up Psoriasis better.  too bad it's discontinued,1384214400,2,,2013-11-12,"['love', 'stuff', 'work', 'better', 'psoriasis', 'better', 'medical', 'cream', 'ointment', 'doctor', 'prescribed', 'bad', 'stopped', 'making', 'horde', 'someday', 'gone', 'forced', 'use', 'head', 'shoulder']","['noting', 'clear', 'psoriasis', 'better', 'bad', 'itis', 'discontinued']"
459,5,True,"09 9, 2016",AMDBCZOTA9PVG,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Megan,Fit like gloves to my feet! Perfect for workouts.,Five Stars,1473379200,,,2016-09-09,"['fit', 'like', 'glove', 'foot', 'perfect', 'workout']","['five', 'star']"
611,5,True,"01 25, 2016",A2C114BZC4OO6A,B0009RF9DW,{'Size:': ' 228'},Megha Kapoor,Amazing product!,Five Stars,1453680000,,,2016-01-25,"['amazing', 'product']","['five', 'star']"
275,5,True,"12 17, 2015",AROYPRQ35VSAT,B00006L9LC,{'Size:': ' 281'},Meghan,If they discontinued this scent I would go postal. <3,Five Stars,1450310400,,,2015-12-17,"['discontinued', 'scent', 'would', 'go', 'postal']","['five', 'star']"
271,5,True,"08 17, 2017",A1OK7HI3YI9682,B001IKJOLW,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Mel B,BEST sneakers I've ever purchased!!!!,Five Stars,1502928000,,,2017-08-17,"['best', 'sneaker', 'ihave', 'ever', 'purchased']","['five', 'star']"
2161,5,False,"08 6, 2015",A5BJMAHZWGJ7N,B000VV1YOY,"{'Size:': ' 1 count', 'Color:': ' Apricot Cuticle Oil'}",Melaina Lara,"This Essie Apricot cuticle oil is one of the greats. It's light, absorbs quickly and smells amazing!
The moisture lasts, and doesn't leave my fingers feeling greasy or oily.","Mmm, apricot!",1438819200,,,2015-08-06,"['essie', 'apricot', 'cuticle', 'oil', 'one', 'great', 'itis', 'light', 'absorbs', 'quickly', 'smell', 'amazing', 'moisture', 'last', 'doesnnot', 'leave', 'finger', 'feeling', 'greasy', 'oily']","['mmm', 'apricot']"
1280,1,False,"08 17, 2015",A5BJMAHZWGJ7N,B000LIBUBY,"{'Size:': ' 3.4 fl oz', 'Scent Name:': ' Sugar Lemon'}",Melaina Lara,"Maybe I got an old bottle, because it's awful. I love lemon, sugar, sweet, citrus... but this combination is how air fresheners or house cleaning sprays smell. No sugar notes, no sweet notes, just lemon pledge. Which I like for my furniture, or as a dish detergent, but not on my skin.",Blech,1439769600,,,2015-08-17,"['maybe', 'got', 'old', 'bottle', 'itis', 'awful', 'love', 'lemon', 'sugar', 'sweet', 'citrus', 'combination', 'air', 'freshener', 'house', 'cleaning', 'spray', 'smell', 'sugar', 'note', 'sweet', 'note', 'lemon', 'pledge', 'like', 'furniture', 'dish', 'detergent', 'skin']",['blech']
5090,5,False,"07 23, 2017",A5BJMAHZWGJ7N,B01E7UKR38,{'Color:': ' Beau-Tie'},Melaina Lara,"Love this shade of deep purple. The coverage is rich, you can get away with one coat just fine, but two coats is perfection. With the included top coat, shiny, protected nails. I get about 5 days of wear time, with minimal tip wear and zero chips. After that it's not bad at all, I'm just ready for a change.
And changing the Essie gel couture is easy breezy, regular polish remover and done. Plus, it dries fast - so much to love!!",Gel couture LOVE,1500768000,,,2017-07-23,"['love', 'shade', 'deep', 'purple', 'coverage', 'rich', 'get', 'away', 'one', 'coat', 'fine', 'two', 'coat', 'perfection', 'included', 'top', 'coat', 'shiny', 'protected', 'nail', 'get', 'day', 'wear', 'time', 'minimal', 'tip', 'wear', 'zero', 'chip', 'itis', 'bad', 'iam', 'ready', 'change', 'changing', 'essie', 'gel', 'couture', 'easy', 'breezy', 'regular', 'polish', 'remover', 'done', 'plus', 'dry', 'fast', 'much', 'love']","['gel', 'couture', 'love']"
